wiki-trivia	Jak nazywa się pierwsza litera alfabetu greckiego?
wiki-trivia	Czy w państwach starożytnych powoływani byli posłowie i poselstwa?
wiki-trivia	W jakim zespole występowała Hanka w filmie „Żona dla Australijczyka”?
wiki-trivia	Który numer boczny nosi czołg Rudy z „Czterech pancernych”?
wiki-trivia	Czy owoce niektórych kaktusów są jadalne?
wiki-trivia	Którzy rzemieślnicy występują w ostatnim dramacie Witkacego?
wiki-trivia	Jak nazywa się pierwiastek o symbolu Bq?
wiki-trivia	Hymnem którego kraju jest pieśń „Gwiaździsty sztandar”?
wiki-trivia	Jak nazywał się sztywny kapelusz męski o zaokrąglonej główce i wąskim lekko uniesionym rondelku, modny w drugiej połowie XIX wieku?
wiki-trivia	Jak nazywa się wypukła albo wklęsła powierzchnia cieczy w pobliżu ścianek naczynia?
wiki-trivia	Jak nazywał się fizyk, który w 1876 r. wynalazł telefon?
wiki-trivia	Którego gazu jest najwięcej w powietrzu?
wiki-trivia	Czy szalej jadowity występuje w Polsce?
wiki-trivia	Punkt przecięcia osi w układzie współrzędnych to punkt zero czy linia odcięcia?
wiki-trivia	Jak ma na imię brat Fidela Castro, który przejął po nim władzę?
wiki-trivia	Co znaczy pochodzące z francuskiego słowo aliant?
wiki-trivia	Który zwrotnik przecina Meksyk – Raka czy Koziorożca?
wiki-trivia	Jak nazywa się wzgórze w Paryżu na którym wybudowano bazylikę Sacré-Cœur?
wiki-trivia	Jak z greckiego nazywa się założenie wymagające sprawdzenia?
wiki-trivia	Co znaczą słowa „Quo vadis”?
wiki-trivia	Który szesnastowieczny legendarny czarnoksiężnik zwany był polskim Faustem?
wiki-trivia	Jak nazywa się stolica Kuby?
wiki-trivia	Jak nazywa się agent brytyjskiego wywiadu, bohater powieści Iana Fleminga?
wiki-trivia	W jakim stylu wykonany został nagrobek Kazimierza Jagiellończyka?
wiki-trivia	W którym mieście zginęła w wypadku samochodowym księżna Diana?
wiki-trivia	Czy filatelistyka obejmuje także zbieranie kart i stempli pocztowych?
wiki-trivia	Kto grał postać Maliniaka w „Czterdziestolatku”?
wiki-trivia	Na którym kontynencie występuje ryś iberyjski?
wiki-trivia	Kto gra Kingę Zduńską w serialu „M jak miłość”?
wiki-trivia	W których górach leżą wrota Chałubińskiego?
wiki-trivia	Które wrota znajdują się w tytule filmu Romana Polańskiego?
wiki-trivia	Na której japońskiej wyspie znajduje się port Yokohama?
wiki-trivia	Proszę rozwinąć skrót powstałego w 1918 roku urzędu GUS.
wiki-trivia	Czy Stanisław Barańczak tłumaczył dzieła Szekspira?
wiki-trivia	Jak nazywa się przyrząd do palenia i górny kieł dzika?
wiki-trivia	Które polskie miasto nie od razu zbudowano?
wiki-trivia	Gdzie miały miejsce objawienia z 1917 roku?
wiki-trivia	W zdaniu: „Szybko przeskoczył przez płot” który wyraz jest przysłówkiem?
wiki-trivia	Nad którą rzeką leżą miasta Grodno i Kowno?
wiki-trivia	Jak nazywa się potomek osadników portugalskich bądź hiszpańskich w Ameryce Południowej?
wiki-trivia	Tzw. suchy lód to stała postać którego związku chemicznego?
wiki-trivia	Co z greckiego oznacza ochlokracja?
wiki-trivia	Czy Anna Jagiellonka – księżna pomorska i Anna Jagiellonka – królowa Polski to ta sama osoba?
wiki-trivia	Jaki kształt ma wimpel, bandera statków handlowych?
wiki-trivia	Czy w Bałtyku występują makrele?
wiki-trivia	W którym roku podczas II wojny światowej włoski rząd wypowiedział wojnę Hitlerowi?
wiki-trivia	Ile stopni wynosi suma kątów wewnętrznych czworokąta?
wiki-trivia	Jaka nierozstrzygnięta bitwa została opisana w książce „Wojna i pokój”?
wiki-trivia	W którym mieście Australii znajduje się słynna opera?
wiki-trivia	Które państwo podarowało USA Statuę Wolności?
wiki-trivia	W której dziedzinie odnosiła sukcesy Steffi Graf?
wiki-trivia	Baron to tytuł wyższy czy niższy niż hrabia?
wiki-trivia	W którym wieku żył Dżyngis-chan?
wiki-trivia	Z której dynastii pochodził król, który przeniósł stolicę Polski z Krakowa do Warszawy?
wiki-trivia	Z którego kontynentu pochodzi drzewo liczi?
wiki-trivia	W którym państwie leży Klondike, obszar znany z wydobycia złota?
wiki-trivia	Jak nazywał się grecki bóg, który nosił kaduceusz?
wiki-trivia	Jak nazywa się tradycyjna żydowska czapka?
wiki-trivia	Kto w Polsce powołuje pierwszego prezesa Sądu Najwyższego?
wiki-trivia	Gdzie w październiku 1813 roku stoczono bitwę przegraną przez Napoleona?
wiki-trivia	W którym państwie najwyższym odznaczeniem jest krzyż Wiktorii?
wiki-trivia	Która operetka Johanna Straussa ma w swoim tytule latającego ssaka?
wiki-trivia	Nad którą rzeką leży Kazimierz Dolny?
wiki-trivia	Jak nazywa się najwyższy szczyt Beskidu Sądeckiego?
wiki-trivia	Jak nazywał się przodownik chóru w starożytnym teatrze greckim?
wiki-trivia	Skrzek to jaja gadów, płazów czy ryb?
wiki-trivia	Co produkowała wytwórnia astronoma Jana Heweliusza?
wiki-trivia	Jak nazywa się obchodzone 31 października święto w krajach anglosaskich?
wiki-trivia	W którym wieku Dunlop wynalazł gumową oponę?
wiki-trivia	Co wykluwa się z żabiego skrzeku?
wiki-trivia	Mistrzostwa świata w której dyscyplinie bronił w 2013 roku Sergio Martinez?
wiki-trivia	Kardynał Richelieu był sekretarzem którego francuskiego króla?
wiki-trivia	Z jakiego materiału wykonana jest rzeźba Augusta Rodina „Myśliciel”?
wiki-trivia	Kto był odkrywcą wodospadów Wiktorii?
wiki-trivia	W którym miesiącu przypada wspomnienie tzw. zimnych ogrodników?
wiki-trivia	Jak nazywa się elektroda połączona z ujemnym biegunem źródła prądu?
wiki-trivia	Czy traszka grzebieniasta występuje w Polsce w naturalnym środowisku?
wiki-trivia	„Coś Ty Atenom zrobił, Sokratesie” – czyjego autorstwa jest to utwór?
wiki-trivia	Który władca doprowadził do rozbicia dzielnicowego Polski?
wiki-trivia	Jak nazywa się wieś, w której Adam Mickiewicz osadził akcję „Pana Tadeusza”?
wiki-trivia	Z mleka którego zwierzęcia wyrabiana jest serwatka zwana żętycą?
wiki-trivia	Jaki tytuł arystokratyczny nosił Zygmunt Krasiński?
wiki-trivia	Czy sombrero to kapelusz, danie, czy taniec?
